Year,Model,Total_Price,Price_per_month,Mileage,Transmission,Location,Highlight,URL
2019,Perodua Bezza Advance Premium 1.3,"RM
          38,900",RM 426,"44,898 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-advance-premium-1.3/cfv6500
2020,Proton Persona Premium 1.6,"RM
          35,900",RM 393,"85,365 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2020-proton-persona-premium-1.6/czr6500
2019,Proton X70 TGDI Executive 1.8,"RM
          51,900",RM 552,"107,785 km",Automatic,"CARSOME Showroom Melaka, Melaka 14,822.0 km
          away",Compact SUV,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-executive-1.8/c5n5500
2019,Toyota Hilux L-Edition Dual Cab 2.4,"RM
          96,800","RM 1,061","82,866 km",Automatic,"CARSOME Showroom Johor Jaya, Johor 14,832.8 km
          away",Adventure,https://www.carsome.my/buy-car/toyota/hilux/2019-toyota-hilux-l-edition-dual-cab-2.4/cnk2500
2021,Proton X70 TGDI Premium 1.8,"RM
          66,900",RM 733,"45,223 km",Automatic,"CARSOME Showroom Cheras, Selangor 14,747.6 km
          away",Compact SUV,https://www.carsome.my/buy-car/proton/x70/2021-proton-x70-tgdi-premium-1.8/c5r1500
2016,Honda City S i-VTEC 1.5,"RM
          38,900",RM 528,"119,822 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",Daily Drive,https://www.carsome.my/buy-car/honda/city/2016-honda-city-s-i-vtec-1.5/cns1500
2011,Toyota Vios E 1.5,"RM
          25,900",RM 460,"200,872 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",Daily Drive,https://www.carsome.my/buy-car/toyota/vios/2011-toyota-vios-e-1.5/cn24500
2014,Toyota Camry G 2.0,"RM
          49,900",RM 678,"142,367 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/toyota/camry/2014-toyota-camry-g-2.0/ce37500
2015,Perodua Myvi X 1.3,"RM
          25,900",RM 352,"143,306 km",Automatic,"CARSOME Showroom Johor Jaya, Johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2015-perodua-myvi-x-1.3/cre7500
2022,Nissan Serena S-Hybrid High-Way Star Premium 2.0,"RM
          110,000","RM 1,193","39,436 km",Automatic,"CARSOME Showroom Cheras, Selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/nissan/serena/2022-nissan-serena-s-hybrid-high-way-star-premium-2.0/c386500
2016,Toyota Vios E 1.5,"RM
          43,400",RM 590,"125,949 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-e-1.5/c6o7500
2015,Proton Exora Turbo Executive 1.6,"RM
          21,400",RM 291,"142,995 km",Automatic,"CARSOME Showroom Kuala Terengganu, Terengganu 14,461.7 km
          away",Family Drive,https://www.carsome.my/buy-car/proton/exora/2015-proton-exora-turbo-executive-1.6/c2d2500
2020,Proton Iriz Executive 1.6,"RM
          29,900",RM 328,"51,982 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2020-proton-iriz-executive-1.6/clh7500
2022,Mitsubishi Xpander 1.5,"RM
          74,400",RM 815,"61,588 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/xpander/2022-mitsubishi-xpander--1.5/c6j6500
2018,Honda HR-V i-VTEC E 1.8,"RM
          57,000",RM 660,"67,918 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2018-honda-hr-v-i-vtec-e-1.8/cku7500
2019,Perodua Myvi AV 1.5,"RM
          44,000",RM 482,"103,992 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-av-1.5/cb06500
2015,Toyota Vios TRD Sportivo 1.5,"RM
          42,400",RM 576,"153,250 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2015-toyota-vios-trd-sportivo-1.5/cxy6500
2015,Perodua AXIA G 1.0,"RM
          21,600",RM 293,"152,183 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2015-perodua-axia-g-1.0/cl17500
2019,Toyota Vios G 1.5,"RM
          59,400",RM 651,"103,018 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2019-toyota-vios-g-1.5/czy6500
2017,Perodua AXIA G 1.0,"RM
          27,900",RM 365,"80,954 km",Automatic,"CARSOME Showroom AEON BiG Kepong, Kuala Lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cgo8500
2022,Perodua Alza AV 1.5,"RM
          71,900",RM 788,"31,960 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2022-perodua-alza-av-1.5/cgn8500
2018,Proton Exora Turbo Executive 1.6,"RM
          31,400",RM 377,"103,179 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",Family Drive,https://www.carsome.my/buy-car/proton/exora/2018-proton-exora-turbo-executive-1.6/cnq3500
2019,Proton X70 TGDI Premium 1.8,"RM
          55,400",RM 592,"117,869 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Compact SUV,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-premium-1.8/c7ox400
2016,Honda City E i-VTEC 1.5,"RM
          40,400",RM 530,"90,732 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/honda/city/2016-honda-city-e-i-vtec-1.5/cpf6500
2020,Perodua Aruz X 1.5,"RM
          51,900",RM 557,"79,785 km",Automatic,"CARSOME Showroom AEON BiG Kepong, Kuala Lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-x-1.5/cl48500
2020,Honda Civic TC VTEC 1.5,"RM
          90,400",RM 991,"64,145 km",Automatic,"CARSOME Showroom Johor Jaya, Johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2020-honda-civic-tc-vtec-1.5/cfh7500
2019,Toyota Vios E 1.5,"RM
          56,000",RM 614,"109,712 km",Automatic,"CARSOME Showroom Kuala Terengganu, Terengganu 14,461.7 km
          away",Daily Drive,https://www.carsome.my/buy-car/toyota/vios/2019-toyota-vios-e-1.5/cpp5500
2020,Peugeot 3008 THP Allure 1.6,"RM
          56,900",RM 624,"105,319 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Compact SUV,https://www.carsome.my/buy-car/peugeot/3008/2020-peugeot-3008-thp-allure-1.6/cei2500
2014,Proton Persona SV 1.6,"RM
          15,400",RM 209,"151,632 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",National Daily Drive,https://www.carsome.my/buy-car/proton/persona/2014-proton-persona-sv-1.6/c36x400
2022,Proton Saga Premium 1.3,"RM
          33,300",RM 365,"49,044 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2022-proton-saga-premium-1.3/cne8500
2018,Honda Jazz V i-VTEC 1.5,"RM
          61,900",RM 738,"86,597 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/honda/jazz/2018-honda-jazz-v-i-vtec-1.5/ci78500
2014,Honda City E i-VTEC 1.5,"RM
          33,800",RM 459,"86,513 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/honda/city/2014-honda-city-e-i-vtec-1.5/c3b7500
2023,Proton Saga Standard 1.3,"RM
          31,300",RM 343,"32,844 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/proton/saga/2023-proton-saga-standard-1.3/cgca500
2010,Toyota Vios E 1.5,"RM
          24,900",RM 504,"139,923 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",Daily Drive,https://www.carsome.my/buy-car/toyota/vios/2010-toyota-vios-e-1.5/cm65500
2020,Perodua Alza SE 1.5,"RM
          49,900",RM 531,"36,505 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2020-perodua-alza-se-1.5/cnr7500
2016,Mercedes-Benz C180 Avantgarde 1.6,"RM
          73,900","RM 1,004","77,547 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Luxury,https://www.carsome.my/buy-car/mercedes-benz/c180/2016-mercedes-benz-c180-avantgarde-1.6/ctdz400
2019,Proton Saga Premium 1.3,"RM
          29,000",RM 318,"25,036 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2019-proton-saga-premium-1.3/cma8500
2014,Toyota Vios G 1.5,"RM
          36,400",RM 494,"177,846 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2014-toyota-vios-g-1.5/c4m5500
2016,Honda City E i-VTEC 1.5,"RM
          40,400",RM 549,"66,057 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/city/2016-honda-city-e-i-vtec-1.5/ctb8500
2019,Proton Iriz Premium 1.6,"RM
          32,000",RM 351,"66,467 km",Automatic,"CARSOME Showroom Sitiawan, Perak 14,662.1 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2019-proton-iriz-premium-1.6/cyq7500
2021,Toyota Vios GR-S 1.5,"RM
          71,000",RM 778,"73,300 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2021-toyota-vios-gr-s-1.5/c917500
2018,Perodua Myvi H 1.5,"RM
          40,400",RM 464,"72,215 km",Automatic,"CARSOME Showroom Alor Setar, Kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-h-1.5/ckt7500
2017,Perodua Bezza X Premium 1.3,"RM
          31,900",RM 426,"43,576 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2017-perodua-bezza-x-premium-1.3/cmq8500
2018,Nissan Almera E 1.5,"RM
          36,000",RM 432,"83,734 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/nissan/almera/2018-nissan-almera-e-1.5/c3x8500
2020,Proton X70 TGDI Premium 1.8,"RM
          64,800",RM 667,"102,137 km",Automatic,"CARSOME Showroom Kuala Terengganu, Terengganu 14,461.7 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2020-proton-x70-tgdi-premium-1.8/czk8500
2017,Honda City E i-VTEC 1.5,"RM
          47,000",RM 627,"128,794 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/city/2017-honda-city-e-i-vtec-1.5/c0h8500
2021,Honda CR-V i-VTEC 2.0,"RM
          95,900","RM 1,051","85,789 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/honda/cr-v/2021-honda-cr-v-i-vtec-2.0/cgh8500
2022,Perodua Ativa H 1.0,"RM
          57,900",RM 634,"43,071 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/ativa/2022-perodua-ativa-h-1.0/csd8500
2024,Proton Saga Premium S 1.3,"RM
          38,000",RM 416,"13,178 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/proton/saga/2024-proton-saga-premium-s-1.3/c2y7500
2017,Perodua Myvi Advance 1.5,"RM
          37,900",RM 506,"116,032 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-advance-1.5/c1f8500
2023,Proton Saga Standard 1.3,"RM
          31,300",RM 343,"40,536 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/proton/saga/2023-proton-saga-standard-1.3/c5ga500
2022,Proton X50 Premium 1.5,"RM
          68,400",RM 750,"50,490 km",Automatic,"CARSOME Showroom Alor Setar, Kedah 14,468.6 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/proton/x50/2022-proton-x50-premium-1.5/cyw9500
2021,Mitsubishi Xpander 1.5,"RM
          71,400",RM 782,"34,784 km",Automatic,"CARSOME Showroom AEON BiG Kepong, Kuala Lumpur 14,735.7 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/mitsubishi/xpander/2021-mitsubishi-xpander--1.5/co68500
2022,Honda City V i-VTEC 1.5,"RM
          73,400",RM 804,"79,750 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/honda/city/2022-honda-city-v-i-vtec-1.5/c7m4500
2020,Proton Saga Premium 1.3,"RM
          31,300",RM 343,"66,510 km",Automatic,"CARSOME Showroom Alor Setar, Kedah 14,468.6 km
          away",National Daily Drive,https://www.carsome.my/buy-car/proton/saga/2020-proton-saga-premium-1.3/cnv5500
2020,Honda Civic TC VTEC Premium 1.5,"RM
          98,400","RM 1,078","50,578 km",Automatic,"CARSOME Showroom Alor Setar, Kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2020-honda-civic-tc-vtec-premium-1.5/cyp8500
2018,Perodua Myvi AV 1.5,"RM
          43,400",RM 511,"65,179 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/c098500
2013,Proton Persona Elegance Standard 1.6,"RM
          13,900",RM 203,"105,556 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2013-proton-persona-elegance-standard-1.6/c9p6500
2023,Perodua AXIA AV 1.0,"RM
          44,800",RM 491,"26,612 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2023-perodua-axia-av-1.0/cx87500
2014,Proton Iriz Premium 1.6,"RM
          19,800",RM 269,"174,078 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2014-proton-iriz-premium-1.6/cfa7500
2019,Toyota C-HR 1.8,"RM
          89,600",RM 977,"82,200 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/toyota/c-hr/2019-toyota-c-hr--1.8/c9c7500
2019,Proton Saga Standard 1.3,"RM
          28,400",RM 311,"51,029 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2019-proton-saga-standard-1.3/crr6500
2017,Proton Persona Premium 1.6,"RM
          28,900",RM 386,"93,717 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",National Daily Drive,https://www.carsome.my/buy-car/proton/persona/2017-proton-persona-premium-1.6/ci54500
2020,Honda HR-V i-VTEC E 1.8,"RM
          67,900",RM 728,"75,880 km",Automatic,"CARSOME Showroom Sitiawan, Perak 14,662.1 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/honda/hr-v/2020-honda-hr-v-i-vtec-e-1.8/cdg8500
2015,Mazda CX-5 SKYACTIV-G GL 2.0,"RM
          43,400",RM 590,"127,075 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/mazda/cx-5/2015-mazda-cx-5-skyactiv-g-gl-2.0/cix7500
2022,Perodua AXIA GXtra 1.0,"RM
          34,000",RM 373,"43,456 km",Automatic,"CARSOME Showroom Johor Jaya, Johor 14,832.8 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/perodua/axia/2022-perodua-axia-gxtra-1.0/cj08500
2019,Mitsubishi Outlander 2.0,"RM
          65,900",RM 722,"81,874 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/outlander/2019-mitsubishi-outlander--2.0/c069500
2018,Perodua Myvi AV 1.5,"RM
          43,400",RM 511,"73,615 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/cru7500
2017,Proton Saga Standard 1.3,"RM
          21,400",RM 285,"47,197 km",Automatic,"CARSOME Showroom Melaka, Melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2017-proton-saga-standard-1.3/c1t7500
2019,Perodua AXIA SE 1.0,"RM
          31,600",RM 346,"102,656 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2019-perodua-axia-se-1.0/chp5500
2016,Perodua AXIA Advance 1.0,"RM
          27,800",RM 378,"125,479 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2016-perodua-axia-advance-1.0/cqv7500
2013,Toyota Vios J 1.5,"RM
          31,900",RM 467,"155,379 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",Daily Drive,https://www.carsome.my/buy-car/toyota/vios/2013-toyota-vios-j-1.5/cdsx400
2021,Toyota Vios E 1.5,"RM
          61,400",RM 673,"90,658 km",Automatic,"CARSOME Showroom Johor Jaya, Johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2021-toyota-vios-e-1.5/cji8500
2021,BMW X1 sDrive20i M Sport 2.0,"RM
          114,000","RM 1,249","78,396 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/bmw/x1/2021-bmw-x1-sdrive20i-m-sport-2.0/caa9500
2018,Toyota C-HR 1.8,"RM
          83,800",RM 994,"23,878 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",Low Mileage,https://www.carsome.my/buy-car/toyota/c-hr/2018-toyota-c-hr--1.8/csr8500
2016,Toyota Vios E 1.5,"RM
          43,900",RM 596,"98,289 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-e-1.5/cv58500
2013,Nissan Grand Livina Comfort 1.6,"RM
          26,900",RM 393,"95,625 km",Automatic,"CARSOME Showroom AEON BiG Kepong, Kuala Lumpur 14,735.7 km
          away",Family Drive,https://www.carsome.my/buy-car/nissan/grand-livina/2013-nissan-grand-livina-comfort-1.6/c5h2500
2020,Perodua Myvi AV 1.5,"RM
          46,600",RM 502,"68,184 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/c5p8500
2013,Toyota Vios J 1.5,"RM
          31,900",RM 467,"172,122 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2013-toyota-vios-j-1.5/c1g8500
2017,Honda HR-V i-VTEC V 1.8,"RM
          56,000",RM 747,"110,903 km",Automatic,"CARSOME Showroom Johor Jaya, Johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2017-honda-hr-v-i-vtec-v-1.8/crv7500
2016,Honda City E i-VTEC 1.5,"RM
          39,900",RM 542,"107,187 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/honda/city/2016-honda-city-e-i-vtec-1.5/cgx6500
2015,Perodua Alza Advance 1.5,"RM
          36,000",RM 489,"101,727 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2015-perodua-alza-advance-1.5/cmx6500
2012,Perodua Myvi Extreme 1.5,"RM
          24,900",RM 398,"175,770 km",Automatic,"CARSOME Showroom Melaka, Melaka 14,822.0 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/myvi/2012-perodua-myvi-extreme-1.5/cra0500
